Anzahl Module;Lynx Home F Plus+ LX F6.6-H Serie Speicherturm;Lynx Home F Plus+ LX F9.8-H Serie Speicherturm;Lynx Home F Plus+ LX F13.1-H Serie Speicherturm;Lynx Home F Plus+ LX F16.4-H Serie Speicherturm;Lynx Big-Battery GW60KW-D-10C Serie;PowerOcean LiFePO4 5,1 kWh Speicherturm;PowerOcean LiFePO4 10,2 kWh Speicherturm;PowerOcean LiFePO4 15,3 kWh Speicherturm;Vitocharge VX3 A5 5,0 kWh Speicherturm;Vitocharge VX3 A10 10,0 kWh Speicherturm;Vitocharge VX3 A15 15,0 kWh Speicherturm;SBH-100 10 kWh LiFePO4 Stromspeicher;SBH-150 15 kWh LiFePO4 Stromspeicher;SBH-200 20 kWh LiFePO4 Stromspeicher;SBH-250 25 kWh LiFePO4 Stromspeicher;SBH-300 30 kWh LiFePO4 Stromspeicher;SBH-350 35 kWh LiFePO4 Stromspeicher;SBH-400 40 kWh LiFePO4 Stromspeicher;LUNA2000-5-SO 5 kWh Stromspeicher;LUNA2000-10-SO 10 kWh Stromspeicher;LUNA2000-15-SO 15 kWh Stromspeicher;LUNA2000-20-SO 20 kWh Stromspeicher;LUNA2000-25-SO 25 kWh Stromspeicher;LUNA2000-30-SO 30 kWh Stromspeicher;ECS4100 -H2 8,06 kWh Stromspeicher;ECS4100 -H3 12,09 kWh Stromspeicher;ECS4100 -H4 16,12 kWh Stromspeicher;ECS4100 -H5 20,15 kWh Stromspeicher;ECS4100 -H6 24,18 kWh Stromspeicher;ECS4100 -H7 28,21 kWh Stromspeicher;LUNA2000-7-S1-7kWh Stromspeicher;LUNA2000-14-S1-14kWh Stromspeicher;LUNA2000-21-S1-21kWh Stromspeicher;Storion SMILE-G3-T10 3,65 kWh;Storion SMILE-G3-T10 7,30 kWh;Storion SMILE-G3-T10 10,95 kWh;Storion SMILE-G3-T10 14,60 kWh;Storion SMILE-G3-T10 18,25 kWh;Storion SMILE-G3-T10 21,90 kWh;Ohne Speicher
151,00;60527,84;61127,84;61727,84;62327,84;70727,84;70320,00;72820,00;75320,00;58111,80;60811,80;63511,80;60977,84;62877,84;64777,84;66677,84;68577,84;70477,84;72377,84;62827,84;65127,84;67427,84;69727,84;72027,84;74327,84;62227,84;63927,84;65627,84;67327,84;69027,84;70727,84;65127,84;68027,84;70927,84;70814,03;72000,88;73187,73;74374,58;75561,43;76748,28;57527,84
152,00;60864,96;61464,96;62064,96;62664,96;71064,96;70700,00;73200,00;75700,00;58416,80;61116,80;63816,80;61314,96;63214,96;65114,96;67014,96;68914,96;70814,96;72714,96;63164,96;65464,96;67764,96;70064,96;72364,96;74664,96;62564,96;64264,96;65964,96;67664,96;69364,96;71064,96;65464,96;68364,96;71264,96;71210,08;72396,93;73583,78;74770,63;75957,48;77144,33;57864,96
153,00;61202,08;61802,08;62402,08;63002,08;71402,08;71080,00;73580,00;76080,00;58721,80;61421,80;64121,80;61652,08;63552,08;65452,08;67352,08;69252,08;71152,08;73052,08;63502,08;65802,08;68102,08;70402,08;72702,08;75002,08;62902,08;64602,08;66302,08;68002,08;69702,08;71402,08;65802,08;68702,08;71602,08;71606,13;72792,98;73979,83;75166,68;76353,53;77540,38;58202,08
154,00;61539,20;62139,20;62739,20;63339,20;71739,20;71460,00;73960,00;76460,00;59026,80;61726,80;64426,80;61989,20;63889,20;65789,20;67689,20;69589,20;71489,20;73389,20;63839,20;66139,20;68439,20;70739,20;73039,20;75339,20;63239,20;64939,20;66639,20;68339,20;70039,20;71739,20;66139,20;69039,20;71939,20;72002,18;73189,03;74375,88;75562,73;76749,58;77936,43;58539,20
155,00;61876,33;62476,33;63076,33;63676,33;72076,33;71840,00;74340,00;76840,00;59331,80;62031,80;64731,80;62326,33;64226,33;66126,33;68026,33;69926,33;71826,33;73726,33;64176,33;66476,33;68776,33;71076,33;73376,33;75676,33;63576,33;65276,33;66976,33;68676,33;70376,33;72076,33;66476,33;69376,33;72276,33;72398,22;73585,07;74771,92;75958,77;77145,62;78332,47;58876,33
156,00;62213,45;62813,45;63413,45;64013,45;72413,45;72220,00;74720,00;77220,00;59636,80;62336,80;65036,80;62663,45;64563,45;66463,45;68363,45;70263,45;72163,45;74063,45;64513,45;66813,45;69113,45;71413,45;73713,45;76013,45;63913,45;65613,45;67313,45;69013,45;70713,45;72413,45;66813,45;69713,45;72613,45;72794,27;73981,12;75167,97;76354,82;77541,67;78728,52;59213,45
157,00;62550,57;63150,57;63750,57;64350,57;72750,57;72600,00;75100,00;77600,00;59941,80;62641,80;65341,80;63000,57;64900,57;66800,57;68700,57;70600,57;72500,57;74400,57;64850,57;67150,57;69450,57;71750,57;74050,57;76350,57;64250,57;65950,57;67650,57;69350,57;71050,57;72750,57;67150,57;70050,57;72950,57;73190,32;74377,17;75564,02;76750,87;77937,72;79124,57;59550,57
158,00;62887,69;63487,69;64087,69;64687,69;73087,69;72980,00;75480,00;77980,00;60246,80;62946,80;65646,80;63337,69;65237,69;67137,69;69037,69;70937,69;72837,69;74737,69;65187,69;67487,69;69787,69;72087,69;74387,69;76687,69;64587,69;66287,69;67987,69;69687,69;71387,69;73087,69;67487,69;70387,69;73287,69;73586,37;74773,22;75960,07;77146,92;78333,77;79520,62;59887,69
159,00;63224,81;63824,81;64424,81;65024,81;73424,81;73360,00;75860,00;78360,00;60551,80;63251,80;65951,80;63674,81;65574,81;67474,81;69374,81;71274,81;73174,81;75074,81;65524,81;67824,81;70124,81;72424,81;74724,81;77024,81;64924,81;66624,81;68324,81;70024,81;71724,81;73424,81;67824,81;70724,81;73624,81;73982,42;75169,27;76356,12;77542,97;78729,82;79916,67;60224,81
160,00;63561,93;64161,93;64761,93;65361,93;73761,93;73740,00;76240,00;78740,00;60856,80;63556,80;66256,80;64011,93;65911,93;67811,93;69711,93;71611,93;73511,93;75411,93;65861,93;68161,93;70461,93;72761,93;75061,93;77361,93;65261,93;66961,93;68661,93;70361,93;72061,93;73761,93;68161,93;71061,93;73961,93;74378,47;75565,32;76752,17;77939,02;79125,87;80312,72;60561,93
161,00;63899,05;64499,05;65099,05;65699,05;74099,05;74120,00;76620,00;79120,00;61161,80;63861,80;66561,80;64349,05;66249,05;68149,05;70049,05;71949,05;73849,05;75749,05;66199,05;68499,05;70799,05;73099,05;75399,05;77699,05;65599,05;67299,05;68999,05;70699,05;72399,05;74099,05;68499,05;71399,05;74299,05;74774,52;75961,37;77148,22;78335,07;79521,92;80708,77;60899,05
162,00;64236,17;64836,17;65436,17;66036,17;74436,17;74500,00;77000,00;79500,00;61466,80;64166,80;66866,80;64686,17;66586,17;68486,17;70386,17;72286,17;74186,17;76086,17;66536,17;68836,17;71136,17;73436,17;75736,17;78036,17;65936,17;67636,17;69336,17;71036,17;72736,17;74436,17;68836,17;71736,17;74636,17;75170,56;76357,41;77544,26;78731,11;79917,96;81104,81;61236,17
163,00;64573,29;65173,29;65773,29;66373,29;74773,29;74880,00;77380,00;79880,00;61771,80;64471,80;67171,80;65023,29;66923,29;68823,29;70723,29;72623,29;74523,29;76423,29;66873,29;69173,29;71473,29;73773,29;76073,29;78373,29;66273,29;67973,29;69673,29;71373,29;73073,29;74773,29;69173,29;72073,29;74973,29;75566,61;76753,46;77940,31;79127,16;80314,01;81500,86;61573,29
164,00;64910,42;65510,42;66110,42;66710,42;75110,42;75260,00;77760,00;80260,00;62076,80;64776,80;67476,80;65360,42;67260,42;69160,42;71060,42;72960,42;74860,42;76760,42;67210,42;69510,42;71810,42;74110,42;76410,42;78710,42;66610,42;68310,42;70010,42;71710,42;73410,42;75110,42;69510,42;72410,42;75310,42;75962,66;77149,51;78336,36;79523,21;80710,06;81896,91;61910,42
165,00;65247,54;65847,54;66447,54;67047,54;75447,54;75640,00;78140,00;80640,00;62381,80;65081,80;67781,80;65697,54;67597,54;69497,54;71397,54;73297,54;75197,54;77097,54;67547,54;69847,54;72147,54;74447,54;76747,54;79047,54;66947,54;68647,54;70347,54;72047,54;73747,54;75447,54;69847,54;72747,54;75647,54;76358,71;77545,56;78732,41;79919,26;81106,11;82292,96;62247,54
166,00;65584,66;66184,66;66784,66;67384,66;75784,66;76020,00;78520,00;81020,00;62686,80;65386,80;68086,80;66034,66;67934,66;69834,66;71734,66;73634,66;75534,66;77434,66;67884,66;70184,66;72484,66;74784,66;77084,66;79384,66;67284,66;68984,66;70684,66;72384,66;74084,66;75784,66;70184,66;73084,66;75984,66;76754,76;77941,61;79128,46;80315,31;81502,16;82689,01;62584,66
167,00;65921,78;66521,78;67121,78;67721,78;76121,78;76400,00;78900,00;81400,00;62991,80;65691,80;68391,80;66371,78;68271,78;70171,78;72071,78;73971,78;75871,78;77771,78;68221,78;70521,78;72821,78;75121,78;77421,78;79721,78;67621,78;69321,78;71021,78;72721,78;74421,78;76121,78;70521,78;73421,78;76321,78;77150,81;78337,66;79524,51;80711,36;81898,21;83085,06;62921,78
168,00;66258,90;66858,90;67458,90;68058,90;76458,90;76780,00;79280,00;81780,00;63296,80;65996,80;68696,80;66708,90;68608,90;70508,90;72408,90;74308,90;76208,90;78108,90;68558,90;70858,90;73158,90;75458,90;77758,90;80058,90;67958,90;69658,90;71358,90;73058,90;74758,90;76458,90;70858,90;73758,90;76658,90;77546,85;78733,70;79920,55;81107,40;82294,25;83481,10;63258,90
169,00;66596,02;67196,02;67796,02;68396,02;76796,02;77160,00;79660,00;82160,00;63601,80;66301,80;69001,80;67046,02;68946,02;70846,02;72746,02;74646,02;76546,02;78446,02;68896,02;71196,02;73496,02;75796,02;78096,02;80396,02;68296,02;69996,02;71696,02;73396,02;75096,02;76796,02;71196,02;74096,02;76996,02;77942,90;79129,75;80316,60;81503,45;82690,30;83877,15;63596,02
170,00;66933,14;67533,14;68133,14;68733,14;77133,14;77540,00;80040,00;82540,00;63906,80;66606,80;69306,80;67383,14;69283,14;71183,14;73083,14;74983,14;76883,14;78783,14;69233,14;71533,14;73833,14;76133,14;78433,14;80733,14;68633,14;70333,14;72033,14;73733,14;75433,14;77133,14;71533,14;74433,14;77333,14;78338,95;79525,80;80712,65;81899,50;83086,35;84273,20;63933,14
171,00;67270,26;67870,26;68470,26;69070,26;77470,26;77920,00;80420,00;82920,00;64211,80;66911,80;69611,80;67720,26;69620,26;71520,26;73420,26;75320,26;77220,26;79120,26;69570,26;71870,26;74170,26;76470,26;78770,26;81070,26;68970,26;70670,26;72370,26;74070,26;75770,26;77470,26;71870,26;74770,26;77670,26;78735,00;79921,85;81108,70;82295,55;83482,40;84669,25;64270,26
172,00;67607,38;68207,38;68807,38;69407,38;77807,38;78300,00;80800,00;83300,00;64516,80;67216,80;69916,80;68057,38;69957,38;71857,38;73757,38;75657,38;77557,38;79457,38;69907,38;72207,38;74507,38;76807,38;79107,38;81407,38;69307,38;71007,38;72707,38;74407,38;76107,38;77807,38;72207,38;75107,38;78007,38;79131,05;80317,90;81504,75;82691,60;83878,45;85065,30;64607,38
173,00;67944,50;68544,50;69144,50;69744,50;78144,50;78680,00;81180,00;83680,00;64821,80;67521,80;70221,80;68394,50;70294,50;72194,50;74094,50;75994,50;77894,50;79794,50;70244,50;72544,50;74844,50;77144,50;79444,50;81744,50;69644,50;71344,50;73044,50;74744,50;76444,50;78144,50;72544,50;75444,50;78344,50;79527,10;80713,95;81900,80;83087,65;84274,50;85461,35;64944,50
174,00;68281,63;68881,63;69481,63;70081,63;78481,63;79060,00;81560,00;84060,00;65126,80;67826,80;70526,80;68731,63;70631,63;72531,63;74431,63;76331,63;78231,63;80131,63;70581,63;72881,63;75181,63;77481,63;79781,63;82081,63;69981,63;71681,63;73381,63;75081,63;76781,63;78481,63;72881,63;75781,63;78681,63;79923,15;81110,00;82296,85;83483,70;84670,55;85857,40;65281,63
175,00;68618,75;69218,75;69818,75;70418,75;78818,75;79440,00;81940,00;84440,00;65431,80;68131,80;70831,80;69068,75;70968,75;72868,75;74768,75;76668,75;78568,75;80468,75;70918,75;73218,75;75518,75;77818,75;80118,75;82418,75;70318,75;72018,75;73718,75;75418,75;77118,75;78818,75;73218,75;76118,75;79018,75;80319,19;81506,04;82692,89;83879,74;85066,59;86253,44;65618,75
176,00;68955,87;69555,87;70155,87;70755,87;79155,87;79820,00;82320,00;84820,00;65736,80;68436,80;71136,80;69405,87;71305,87;73205,87;75105,87;77005,87;78905,87;80805,87;71255,87;73555,87;75855,87;78155,87;80455,87;82755,87;70655,87;72355,87;74055,87;75755,87;77455,87;79155,87;73555,87;76455,87;79355,87;80715,24;81902,09;83088,94;84275,79;85462,64;86649,49;65955,87
177,00;69292,99;69892,99;70492,99;71092,99;79492,99;80200,00;82700,00;85200,00;66041,80;68741,80;71441,80;69742,99;71642,99;73542,99;75442,99;77342,99;79242,99;81142,99;71592,99;73892,99;76192,99;78492,99;80792,99;83092,99;70992,99;72692,99;74392,99;76092,99;77792,99;79492,99;73892,99;76792,99;79692,99;81111,29;82298,14;83484,99;84671,84;85858,69;87045,54;66292,99
178,00;69630,11;70230,11;70830,11;71430,11;79830,11;80580,00;83080,00;85580,00;66346,80;69046,80;71746,80;70080,11;71980,11;73880,11;75780,11;77680,11;79580,11;81480,11;71930,11;74230,11;76530,11;78830,11;81130,11;83430,11;71330,11;73030,11;74730,11;76430,11;78130,11;79830,11;74230,11;77130,11;80030,11;81507,34;82694,19;83881,04;85067,89;86254,74;87441,59;66630,11
179,00;69967,23;70567,23;71167,23;71767,23;80167,23;80960,00;83460,00;85960,00;66651,80;69351,80;72051,80;70417,23;72317,23;74217,23;76117,23;78017,23;79917,23;81817,23;72267,23;74567,23;76867,23;79167,23;81467,23;83767,23;71667,23;73367,23;75067,23;76767,23;78467,23;80167,23;74567,23;77467,23;80367,23;81903,39;83090,24;84277,09;85463,94;86650,79;87837,64;66967,23
180,00;70304,35;70904,35;71504,35;72104,35;80504,35;81340,00;83840,00;86340,00;66956,80;69656,80;72356,80;70754,35;72654,35;74554,35;76454,35;78354,35;80254,35;82154,35;72604,35;74904,35;77204,35;79504,35;81804,35;84104,35;72004,35;73704,35;75404,35;77104,35;78804,35;80504,35;74904,35;77804,35;80704,35;82299,44;83486,29;84673,14;85859,99;87046,84;88233,69;67304,35
181,00;70641,47;71241,47;71841,47;72441,47;80841,47;81720,00;84220,00;86720,00;67261,80;69961,80;72661,80;71091,47;72991,47;74891,47;76791,47;78691,47;80591,47;82491,47;72941,47;75241,47;77541,47;79841,47;82141,47;84441,47;72341,47;74041,47;75741,47;77441,47;79141,47;80841,47;75241,47;78141,47;81041,47;82695,48;83882,33;85069,18;86256,03;87442,88;88629,73;67641,47
182,00;70978,59;71578,59;72178,59;72778,59;81178,59;82100,00;84600,00;87100,00;67566,80;70266,80;72966,80;71428,59;73328,59;75228,59;77128,59;79028,59;80928,59;82828,59;73278,59;75578,59;77878,59;80178,59;82478,59;84778,59;72678,59;74378,59;76078,59;77778,59;79478,59;81178,59;75578,59;78478,59;81378,59;83091,53;84278,38;85465,23;86652,08;87838,93;89025,78;67978,59
183,00;71315,72;71915,72;72515,72;73115,72;81515,72;82480,00;84980,00;87480,00;67871,80;70571,80;73271,80;71765,72;73665,72;75565,72;77465,72;79365,72;81265,72;83165,72;73615,72;75915,72;78215,72;80515,72;82815,72;85115,72;73015,72;74715,72;76415,72;78115,72;79815,72;81515,72;75915,72;78815,72;81715,72;83487,58;84674,43;85861,28;87048,13;88234,98;89421,83;68315,72
184,00;71652,84;72252,84;72852,84;73452,84;81852,84;82860,00;85360,00;87860,00;68176,80;70876,80;73576,80;72102,84;74002,84;75902,84;77802,84;79702,84;81602,84;83502,84;73952,84;76252,84;78552,84;80852,84;83152,84;85452,84;73352,84;75052,84;76752,84;78452,84;80152,84;81852,84;76252,84;79152,84;82052,84;83883,63;85070,48;86257,33;87444,18;88631,03;89817,88;68652,84
185,00;71989,96;72589,96;73189,96;73789,96;82189,96;83240,00;85740,00;88240,00;68481,80;71181,80;73881,80;72439,96;74339,96;76239,96;78139,96;80039,96;81939,96;83839,96;74289,96;76589,96;78889,96;81189,96;83489,96;85789,96;73689,96;75389,96;77089,96;78789,96;80489,96;82189,96;76589,96;79489,96;82389,96;84279,68;85466,53;86653,38;87840,23;89027,08;90213,93;68989,96
186,00;72327,08;72927,08;73527,08;74127,08;82527,08;83620,00;86120,00;88620,00;68786,80;71486,80;74186,80;72777,08;74677,08;76577,08;78477,08;80377,08;82277,08;84177,08;74627,08;76927,08;79227,08;81527,08;83827,08;86127,08;74027,08;75727,08;77427,08;79127,08;80827,08;82527,08;76927,08;79827,08;82727,08;84675,73;85862,58;87049,43;88236,28;89423,13;90609,98;69327,08
187,00;72664,20;73264,20;73864,20;74464,20;82864,20;84000,00;86500,00;89000,00;69091,80;71791,80;74491,80;73114,20;75014,20;76914,20;78814,20;80714,20;82614,20;84514,20;74964,20;77264,20;79564,20;81864,20;84164,20;86464,20;74364,20;76064,20;77764,20;79464,20;81164,20;82864,20;77264,20;80164,20;83064,20;85071,78;86258,63;87445,48;88632,33;89819,18;91006,03;69664,20
188,00;73001,32;73601,32;74201,32;74801,32;83201,32;84380,00;86880,00;89380,00;69396,80;72096,80;74796,80;73451,32;75351,32;77251,32;79151,32;81051,32;82951,32;84851,32;75301,32;77601,32;79901,32;82201,32;84501,32;86801,32;74701,32;76401,32;78101,32;79801,32;81501,32;83201,32;77601,32;80501,32;83401,32;85467,82;86654,67;87841,52;89028,37;90215,22;91402,07;70001,32
189,00;73338,44;73938,44;74538,44;75138,44;83538,44;84760,00;87260,00;89760,00;69701,80;72401,80;75101,80;73788,44;75688,44;77588,44;79488,44;81388,44;83288,44;85188,44;75638,44;77938,44;80238,44;82538,44;84838,44;87138,44;75038,44;76738,44;78438,44;80138,44;81838,44;83538,44;77938,44;80838,44;83738,44;85863,87;87050,72;88237,57;89424,42;90611,27;91798,12;70338,44
190,00;73675,56;74275,56;74875,56;75475,56;83875,56;85140,00;87640,00;90140,00;70006,80;72706,80;75406,80;74125,56;76025,56;77925,56;79825,56;81725,56;83625,56;85525,56;75975,56;78275,56;80575,56;82875,56;85175,56;87475,56;75375,56;77075,56;78775,56;80475,56;82175,56;83875,56;78275,56;81175,56;84075,56;86259,92;87446,77;88633,62;89820,47;91007,32;92194,17;70675,56
191,00;74012,68;74612,68;75212,68;75812,68;84212,68;85520,00;88020,00;90520,00;70311,80;73011,80;75711,80;74462,68;76362,68;78262,68;80162,68;82062,68;83962,68;85862,68;76312,68;78612,68;80912,68;83212,68;85512,68;87812,68;75712,68;77412,68;79112,68;80812,68;82512,68;84212,68;78612,68;81512,68;84412,68;86655,97;87842,82;89029,67;90216,52;91403,37;92590,22;71012,68
192,00;74349,81;74949,81;75549,81;76149,81;84549,81;85900,00;88400,00;90900,00;70616,80;73316,80;76016,80;74799,81;76699,81;78599,81;80499,81;82399,81;84299,81;86199,81;76649,81;78949,81;81249,81;83549,81;85849,81;88149,81;76049,81;77749,81;79449,81;81149,81;82849,81;84549,81;78949,81;81849,81;84749,81;87052,02;88238,87;89425,72;90612,57;91799,42;92986,27;71349,81
193,00;74686,93;75286,93;75886,93;76486,93;84886,93;86280,00;88780,00;91280,00;70921,80;73621,80;76321,80;75136,93;77036,93;78936,93;80836,93;82736,93;84636,93;86536,93;76986,93;79286,93;81586,93;83886,93;86186,93;88486,93;76386,93;78086,93;79786,93;81486,93;83186,93;84886,93;79286,93;82186,93;85086,93;87448,07;88634,92;89821,77;91008,62;92195,47;93382,32;71686,93
194,00;75024,05;75624,05;76224,05;76824,05;85224,05;86660,00;89160,00;91660,00;71226,80;73926,80;76626,80;75474,05;77374,05;79274,05;81174,05;83074,05;84974,05;86874,05;77324,05;79624,05;81924,05;84224,05;86524,05;88824,05;76724,05;78424,05;80124,05;81824,05;83524,05;85224,05;79624,05;82524,05;85424,05;87844,12;89030,97;90217,82;91404,67;92591,52;93778,37;72024,05
195,00;75361,17;75961,17;76561,17;77161,17;85561,17;87040,00;89540,00;92040,00;71531,80;74231,80;76931,80;75811,17;77711,17;79611,17;81511,17;83411,17;85311,17;87211,17;77661,17;79961,17;82261,17;84561,17;86861,17;89161,17;77061,17;78761,17;80461,17;82161,17;83861,17;85561,17;79961,17;82861,17;85761,17;88240,16;89427,01;90613,86;91800,71;92987,56;94174,41;72361,17
196,00;75698,29;76298,29;76898,29;77498,29;85898,29;87420,00;89920,00;92420,00;71836,80;74536,80;77236,80;76148,29;78048,29;79948,29;81848,29;83748,29;85648,29;87548,29;77998,29;80298,29;82598,29;84898,29;87198,29;89498,29;77398,29;79098,29;80798,29;82498,29;84198,29;85898,29;80298,29;83198,29;86098,29;88636,21;89823,06;91009,91;92196,76;93383,61;94570,46;72698,29
197,00;76035,41;76635,41;77235,41;77835,41;86235,41;87800,00;90300,00;92800,00;72141,80;74841,80;77541,80;76485,41;78385,41;80285,41;82185,41;84085,41;85985,41;87885,41;78335,41;80635,41;82935,41;85235,41;87535,41;89835,41;77735,41;79435,41;81135,41;82835,41;84535,41;86235,41;80635,41;83535,41;86435,41;89032,26;90219,11;91405,96;92592,81;93779,66;94966,51;73035,41
198,00;76372,53;76972,53;77572,53;78172,53;86572,53;88180,00;90680,00;93180,00;72446,80;75146,80;77846,80;76822,53;78722,53;80622,53;82522,53;84422,53;86322,53;88222,53;78672,53;80972,53;83272,53;85572,53;87872,53;90172,53;78072,53;79772,53;81472,53;83172,53;84872,53;86572,53;80972,53;83872,53;86772,53;89428,31;90615,16;91802,01;92988,86;94175,71;95362,56;73372,53
199,00;76709,65;77309,65;77909,65;78509,65;86909,65;88560,00;91060,00;93560,00;72751,80;75451,80;78151,80;77159,65;79059,65;80959,65;82859,65;84759,65;86659,65;88559,65;79009,65;81309,65;83609,65;85909,65;88209,65;90509,65;78409,65;80109,65;81809,65;83509,65;85209,65;86909,65;81309,65;84209,65;87109,65;89824,36;91011,21;92198,06;93384,91;94571,76;95758,61;73709,65
200,00;77046,77;77646,77;78246,77;78846,77;87246,77;88940,00;91440,00;93940,00;73056,80;75756,80;78456,80;77496,77;79396,77;81296,77;83196,77;85096,77;86996,77;88896,77;79346,77;81646,77;83946,77;86246,77;88546,77;90846,77;78746,77;80446,77;82146,77;83846,77;85546,77;87246,77;81646,77;84546,77;87446,77;90220,41;91407,26;92594,11;93780,96;94967,81;96154,66;74046,77
